RestaurantID,RestaurantName,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
8903,Scott LLC,Face-to-face transitional focus group,https://dummyimage.com/891x480,Open,7.07,36.82,Lake Travisville,4.2
8904,Burton-Ramirez,Distributed actuating access,https://picsum.photos/228/212,Open,3.02,42.06,North Charleshaven,3.8
8905,Wilkins Harris and Rasmussen,Digitized tertiary help-desk,https://placekitten.com/735/401,Resting,3.45,54.07,Barbaramouth,3.4
8906,Herrera-Wright,Face-to-face directional matrices,https://placekitten.com/832/880,Closed,7.3,22.87,Allenland,4.9
8907,Alvarado Miller and Wood,Streamlined methodical adapter,https://picsum.photos/534/715,Closed,6.19,58.55,Davilaport,4.3
8908,Haney-Bridges,Up-sized even-keeled adapter,https://picsum.photos/321/471,Open,8.36,20.77,Heatherport,4.4
8909,Monroe PLC,Universal high-level support,https://dummyimage.com/129x955,Resting,5.64,24.41,Lake Ivan,5.0
8910,Davis Rich and Collins,Phased systematic artificial intelligence,https://placekitten.com/722/601,Open,3.5,42.72,Lisafort,4.5
8911,Leon Group,Function-based system-worthy data-warehouse,https://picsum.photos/919/587,Closed,3.05,35.91,Port Catherine,4.7
8912,George-Alvarez,Re-engineered zero-defect firmware,https://dummyimage.com/532x162,Resting,2.13,52.09,New Mallory,4.2
8913,Romero Inc 2,Public-key asynchronous emulation,https://picsum.photos/928/847,Open,9.86,31.84,Gregorytown,4.5
8914,Brock Ltd,Open-architected methodical productivity,https://dummyimage.com/183x897,Resting,2.85,58.11,Strongfurt,3.6
8915,Osborn Cole and Harmon,Quality-focused bottom-line software,https://dummyimage.com/929x667,Closed,8.11,35.31,Amberport,4.0
8916,Saunders Group,Configurable web-enabled flexibility,https://picsum.photos/126/122,Closed,3.03,17.48,East Nicholas,4.3
8917,Potts-Anderson,Pre-emptive uniform challenge,https://picsum.photos/304/373,Closed,2.54,55.75,North Seth,3.5
8918,Shea Terrell and Ewing,Inverse bandwidth-monitored emulation,https://picsum.photos/701/659,Resting,8.13,55.19,Danielstad,3.5
8919,Johnson Inc 8,Digitized optimal adapter,https://placekitten.com/830/838,Closed,4.09,48.2,West Danielle,3.9
8920,Levine-Soto,Switchable client-server challenge,https://dummyimage.com/556x204,Closed,3.72,33.11,Port Jenniferhaven,3.5
8921,Harris Everett and Moody,Organic scalable standardization,https://placekitten.com/270/647,Open,3.76,40.87,West Jessicachester,4.8
8922,Manning Inc,Total tertiary challenge,https://picsum.photos/679/474,Open,5.07,54.13,East Jeffreybury,3.1
8923,Fisher-Johnson,Secured next generation concept,https://dummyimage.com/179x978,Open,9.5,15.98,Gregoryborough,4.7
8924,Prince Ltd 2,Configurable client-server knowledge user,https://dummyimage.com/488x651,Resting,9.97,46.84,Joseshire,4.2
8925,Carr and Sons 2,Customizable holistic task-force,https://placekitten.com/148/290,Open,3.84,50.68,South Aaron,3.1
8926,Chan James and Jones,Up-sized optimizing help-desk,https://dummyimage.com/912x58,Closed,4.77,42.23,Holmesside,3.2
8927,Phelps and Sons,Vision-oriented well-modulated instruction set,https://dummyimage.com/819x168,Open,5.69,15.38,Karenland,3.9
8928,Hensley-Alvarez,Operative optimizing intranet,https://picsum.photos/683/243,Open,8.58,19.28,Craighaven,5.0
8929,Beck-Odonnell,Persistent context-sensitive policy,https://placekitten.com/408/566,Resting,9.13,45.14,Lake Veronica,4.4
8930,Mitchell Group 2,Switchable scalable structure,https://picsum.photos/550/915,Open,9.57,38.78,Port Jennifermouth,3.1
8931,Hall Ltd 3,Synergistic impactful capability,https://dummyimage.com/767x457,Open,6.61,20.22,Lake Sarahland,4.3
8932,Michael-Williams,Fundamental bottom-line matrices,https://dummyimage.com/273x861,Closed,3.66,17.07,Lake Josephberg,3.0
8933,Hendricks Inc,Synergistic directional initiative,https://picsum.photos/671/65,Closed,4.36,37.79,East Jamesview,3.6
8934,Deleon Rivas and Myers,Ergonomic full-range data-warehouse,https://placekitten.com/202/454,Closed,4.33,43.08,West Catherine,3.6
8935,Jordan Liu and Reed,Future-proofed actuating circuit,https://dummyimage.com/545x499,Open,8.25,32.69,Pamelatown,3.6
8936,Hernandez-Garcia,Self-enabling high-level concept,https://picsum.photos/47/932,Open,7.73,21.01,South Alexisshire,4.9
8937,Hall Cook and Crawford,Synergized mobile instruction set,https://dummyimage.com/18x166,Resting,7.24,47.89,West Andreamouth,3.4
8938,Murphy Smith and Murillo,Intuitive user-facing product,https://placekitten.com/657/811,Resting,4.38,15.14,Geraldmouth,3.3
8939,Hayes Knight and Davis,Multi-layered grid-enabled artificial intelligence,https://placekitten.com/348/855,Open,8.62,45.27,Lake Janeview,4.0
8940,Farmer Patterson and Coffey,Universal optimizing system engine,https://picsum.photos/803/412,Resting,2.31,46.58,Jonesmouth,4.4
8941,Nelson Inc 5,Focused value-added system engine,https://placekitten.com/995/955,Resting,8.32,53.91,West Bryan,4.1
8942,Villegas PLC,Upgradable client-driven open architecture,https://picsum.photos/137/194,Open,4.57,56.12,South Richardburgh,4.8
8943,Lopez-Rich,Innovative national process improvement,https://dummyimage.com/49x410,Open,5.99,19.48,Port Aaron,4.1
8944,Gutierrez Inc,Public-key didactic knowledge user,https://picsum.photos/18/301,Closed,4.18,47.53,East Michaelmouth,5.0
8945,Freeman-Mitchell,User-centric static encoding,https://placekitten.com/1024/823,Open,6.47,47.56,Lake Jasonfort,4.6
8946,Green-White,Monitored executive Graphical User Interface,https://placekitten.com/662/624,Resting,9.13,21.31,New Kelly,4.0
8947,Maxwell Ltd,Down-sized clear-thinking artificial intelligence,https://picsum.photos/247/715,Closed,5.79,50.95,Mariochester,3.4
8948,Banks-Smith,Integrated high-level portal,https://picsum.photos/396/934,Closed,2.89,42.7,East Douglas,3.5
8949,Roberts-Thomas,Upgradable zero-defect Graphic Interface,https://dummyimage.com/386x332,Open,2.77,24.1,Nolanmouth,4.8
8950,Carpenter Inc,Pre-emptive 6thgeneration alliance,https://placekitten.com/363/178,Closed,4.33,28.6,Robertstad,3.4
8951,Daugherty Lozano and Steele,Object-based grid-enabled extranet,https://dummyimage.com/165x1023,Closed,4.16,24.54,South Alan,4.7
8952,Mayer-Mcdonald,Universal regional collaboration,https://dummyimage.com/150x498,Resting,5.35,21.88,New Eduardo,4.2
8953,Torres Browning and Castillo,Front-line transitional installation,https://picsum.photos/508/927,Open,9.6,53.33,Lake Nicolestad,3.7
8954,Wang-Vega,Extended context-sensitive extranet,https://picsum.photos/426/874,Closed,6.72,18.42,Amberbury,4.5
8955,Murphy-Wells,Synchronized web-enabled hub,https://picsum.photos/941/699,Resting,7.02,57.29,Torresmouth,4.4
8956,Keller-Sandoval,Profit-focused zero tolerance workforce,https://dummyimage.com/951x358,Closed,4.58,20.47,Nelsontown,4.4
8957,Lopez Rose and Wolfe,Team-oriented reciprocal project,https://dummyimage.com/859x167,Closed,4.55,22.7,Cheyenneside,3.6
8958,Johnson PLC 7,Compatible stable model,https://picsum.photos/880/471,Resting,8.68,31.78,Lake Gloriafurt,3.8
8959,Davis-Armstrong,Intuitive fresh-thinking software,https://dummyimage.com/744x858,Open,6.87,30.98,Christophershire,4.1
8960,Jones-Brown 2,Visionary intermediate support,https://dummyimage.com/252x1019,Closed,7.47,42.34,Justintown,3.6
8961,Ellis LLC 2,Horizontal web-enabled alliance,https://dummyimage.com/121x669,Open,9.48,26.31,New Brittany,3.3
8962,Blanchard-Weaver,Front-line solution-oriented synergy,https://placekitten.com/297/828,Resting,5.12,15.6,Bushfurt,3.1
8963,Love and Sons 2,Persevering composite matrix,https://picsum.photos/209/382,Closed,6.97,43.1,Lake Alec,4.5
8964,Williams-Medina,Total clear-thinking installation,https://dummyimage.com/406x923,Resting,4.68,29.35,Fischerfurt,3.9
8965,Rodriguez Group 9,Programmable discrete application,https://picsum.photos/603/756,Closed,3.66,26.2,Chapmanside,4.3
8966,Alvarez Pugh and Brown,Reverse-engineered zero tolerance product,https://picsum.photos/743/459,Open,3.08,41.62,Josephville,4.0
8967,Roberts-Spencer,Cross-platform object-oriented analyzer,https://dummyimage.com/840x133,Resting,7.07,16.17,South George,4.4
8968,Jackson-Ortiz,Adaptive bi-directional solution,https://dummyimage.com/625x4,Closed,5.13,56.99,Craigborough,4.2
8969,Reid LLC 2,Multi-lateral motivating pricing structure,https://dummyimage.com/165x495,Resting,3.78,56.45,Maxwellport,4.9
8970,Benson-Salazar,Reactive leadingedge middleware,https://picsum.photos/77/27,Resting,6.95,32.94,Conniestad,3.7
8971,Lee PLC 6,Total intermediate neural-net,https://dummyimage.com/161x842,Closed,6.95,43.92,West Charlestown,3.1
8972,Ramirez-Jennings,Future-proofed modular artificial intelligence,https://placekitten.com/690/323,Closed,9.81,32.33,Kentside,3.2
8973,Rivera Phillips and Thompson,Digitized static concept,https://dummyimage.com/948x907,Open,7.85,26.96,Richardsonburgh,4.6
8974,Potter Garcia and Wright,Sharable bandwidth-monitored emulation,https://dummyimage.com/144x486,Closed,8.48,30.03,South Michael,4.9
8975,Archer Inc,Team-oriented next generation toolset,https://placekitten.com/762/915,Resting,2.38,36.98,North Jackie,4.3
8976,Frederick-Anderson,Right-sized optimal pricing structure,https://picsum.photos/742/192,Resting,9.05,52.65,North Jasonside,4.4
8977,Smith LLC 10,Team-oriented content-based utilization,https://dummyimage.com/204x618,Resting,6.86,26.28,South Christine,3.2
8978,Poole Oconnor and Byrd,Robust full-range installation,https://placekitten.com/589/263,Closed,6.03,28.29,Burnsside,3.2
8979,Fields Morgan and Love,Devolved dynamic challenge,https://placekitten.com/17/281,Closed,8.2,27.55,North Karina,4.9
8980,Davis Inc 4,Multi-layered maximized complexity,https://dummyimage.com/531x661,Closed,3.07,15.46,Rodriguezstad,3.7
8981,Butler PLC,Organized non-volatile workforce,https://picsum.photos/321/15,Closed,4.48,33.86,East Charlesfort,3.0
8982,Cole-Taylor,Enterprise-wide logistical data-warehouse,https://picsum.photos/186/232,Resting,3.55,48.19,New Andreaberg,3.2
8983,Caldwell PLC 3,Total secondary installation,https://picsum.photos/489/174,Closed,2.44,25.14,Hopkinsville,4.8
8984,James Wyatt and Rodriguez,Assimilated real-time data-warehouse,https://dummyimage.com/570x174,Resting,8.53,16.75,South Nancyberg,4.9
8985,Hardy Williams and Martin,Optimized system-worthy knowledge user,https://dummyimage.com/587x886,Open,7.15,36.12,Garciaburgh,4.7
8986,Benson-Smith,Up-sized 5thgeneration application,https://dummyimage.com/114x374,Closed,8.18,34.22,Howellstad,4.7
8987,Patton-Chambers,Digitized transitional array,https://placekitten.com/339/760,Resting,7.97,16.1,Kaylaville,3.7
8988,Roberts Hughes and Gonzalez,Stand-alone executive secured line,https://placekitten.com/383/308,Resting,7.6,19.26,North Lauren,3.7
8989,Hendricks and Sons,Centralized demand-driven hub,https://picsum.photos/560/334,Closed,9.01,37.54,Levyshire,3.6
8990,Thompson Wilson and Gonzalez,Ergonomic upward-trending migration,https://picsum.photos/446/904,Open,6.24,30.1,Ashleyside,4.1
8991,Oneal Ltd 2,Self-enabling context-sensitive software,https://placekitten.com/523/591,Open,3.06,15.48,Michaelfort,4.2
8992,Colon Morgan and Ruiz,Innovative coherent focus group,https://dummyimage.com/162x988,Closed,3.27,29.55,Pattersonberg,4.8
8993,Hammond-Kline,Object-based national installation,https://placekitten.com/553/100,Open,3.73,34.46,Port Barbara,4.5
8994,Reyes PLC,Mandatory zero administration throughput,https://picsum.photos/692/219,Open,8.61,46.92,Melaniefort,3.1
8995,Curry-Hayes,Versatile intermediate archive,https://picsum.photos/313/847,Closed,6.63,19.65,East Cynthia,4.9
8996,Larson-Gregory,Future-proofed leadingedge Internet solution,https://dummyimage.com/996x495,Resting,6.93,44.14,West Kathyshire,4.2
8997,Espinoza Wells and Bell,Open-architected bandwidth-monitored solution,https://placekitten.com/1004/588,Open,9.03,30.19,East Derek,4.3
8998,Noble LLC,Exclusive coherent knowledge user,https://dummyimage.com/9x146,Resting,3.01,56.93,Lake Justin,4.9
8999,Christensen Morgan and Savage,Secured client-server hierarchy,https://dummyimage.com/967x361,Closed,7.89,54.99,West Bettyburgh,4.1
9000,Andrade PLC,Managed multi-state flexibility,https://dummyimage.com/52x376,Open,3.4,27.94,Brittanyville,3.7
9001,Gray Atkins and Daniels,Digitized asynchronous strategy,https://dummyimage.com/386x791,Open,5.67,32.29,Ashleyfort,4.1
9002,Henderson Inc 4,Multi-channeled contextually-based hub,https://dummyimage.com/357x1005,Resting,6.09,15.38,South Jamesland,3.4
9003,Bryant Ltd 2,Extended background strategy,https://dummyimage.com/454x859,Closed,3.29,46.79,Myersstad,4.8
9004,Holmes-Moore,Business-focused 6thgeneration artificial intelligence,https://dummyimage.com/994x882,Closed,5.52,40.0,East Erika,4.6
9005,Buchanan-Gibson,Re-contextualized reciprocal framework,https://picsum.photos/944/674,Open,4.78,21.47,East Michaelfort,4.5
9006,Williams Palmer and Ortiz,Pre-emptive holistic protocol,https://dummyimage.com/409x216,Closed,6.58,16.54,Kristophermouth,3.4
9007,Barber-Cole,Grass-roots motivating focus group,https://placekitten.com/726/214,Open,6.81,59.04,Gregoryshire,4.2
9008,Davis-Perry,Virtual solution-oriented collaboration,https://placekitten.com/525/120,Resting,6.24,18.48,East Edwardside,4.2
9009,Nicholson Anderson and Nelson,Vision-oriented motivating infrastructure,https://picsum.photos/953/926,Resting,2.16,19.17,Kevinside,3.9
9010,Turner PLC 4,Open-architected context-sensitive paradigm,https://placekitten.com/24/451,Open,4.85,53.16,South Tina,4.2
9011,Frey Ltd,Reactive client-server extranet,https://dummyimage.com/957x142,Open,4.88,56.27,Andrewville,4.1
9012,Bennett-Myers,Down-sized discrete policy,https://dummyimage.com/667x666,Open,3.84,32.04,Port Bobby,4.1
9013,Martin Rodriguez and Gordon,Multi-tiered logistical task-force,https://placekitten.com/956/309,Closed,6.18,18.41,Johnsontown,4.2
9014,Vaughn George and Shaffer,Public-key composite strategy,https://placekitten.com/762/294,Closed,5.39,32.39,Knightton,4.2
9015,Ball LLC,Operative scalable ability,https://placekitten.com/102/64,Closed,9.2,50.29,Jackieton,4.7
9016,Clark-Fernandez,Horizontal multi-state monitoring,https://dummyimage.com/641x523,Resting,9.75,32.11,Lisaville,3.6
9017,Watson Ltd 3,Customer-focused methodical product,https://dummyimage.com/868x938,Resting,6.91,25.73,New Tammyside,3.3
9018,Salinas Cruz and Williams,Vision-oriented context-sensitive application,https://picsum.photos/896/588,Open,3.7,56.91,Kempside,4.4
9019,Ortiz-Brown,Stand-alone high-level hierarchy,https://placekitten.com/376/743,Open,4.85,35.34,Port Vanessa,3.8
9020,Abbott Group,Open-source static flexibility,https://dummyimage.com/767x686,Resting,7.4,43.85,Curtisfurt,4.7
9021,Taylor Cooper and Graham,Re-contextualized intangible hub,https://dummyimage.com/88x419,Resting,5.7,46.11,Lake Sarah,3.8
9022,Mcdonald Collins and Richardson,Sharable multi-state protocol,https://placekitten.com/998/77,Resting,4.38,28.96,Scottland,3.6
9023,Stanley LLC 3,Future-proofed 4thgeneration matrices,https://placekitten.com/190/478,Resting,6.07,16.22,West Carol,4.3
9024,Peterson Underwood and Mays,Reduced background middleware,https://placekitten.com/703/729,Open,5.77,17.58,East Michael,4.5
9025,Sullivan Harris and Patel,Horizontal 4thgeneration policy,https://dummyimage.com/872x827,Resting,3.01,58.26,Andersonport,3.5
9026,Martin Group 5,Centralized intermediate system engine,https://dummyimage.com/775x352,Open,5.67,44.69,Kimberlyside,3.2
9027,Fisher PLC,Diverse asynchronous collaboration,https://dummyimage.com/814x152,Closed,6.8,28.52,Port Robert,4.0
9028,Martinez Ltd 2,Visionary bandwidth-monitored product,https://picsum.photos/400/845,Closed,9.81,44.28,East Ericastad,3.3
9029,Floyd Ltd 2,Adaptive tangible hardware,https://picsum.photos/502/409,Closed,6.74,35.75,South Kirsten,4.1
9030,Burgess-Cobb,Visionary zero administration encoding,https://placekitten.com/798/490,Closed,2.24,53.46,Bondshire,3.2
9031,Tran-Conrad,Business-focused cohesive adapter,https://dummyimage.com/878x522,Resting,2.91,58.92,West Edward,4.0
9032,Webb Daniels and Bell,Universal bifurcated neural-net,https://picsum.photos/396/549,Closed,9.29,39.14,Peterberg,4.7
9033,Sanders-Brooks,Up-sized bottom-line website,https://placekitten.com/256/389,Closed,6.2,29.93,Colleenhaven,3.1
9034,Nguyen-Lee,Fundamental bifurcated forecast,https://placekitten.com/286/705,Closed,3.53,20.61,Port Rebecca,3.3
9035,Lewis-Fields,Cross-group responsive support,https://picsum.photos/902/913,Resting,4.83,43.28,Lake Alexanderville,4.4
9036,Hoffman-Contreras,Multi-tiered even-keeled application,https://dummyimage.com/55x36,Open,8.19,36.22,Davisbury,4.0
9037,Robinson-House,Advanced system-worthy strategy,https://picsum.photos/161/571,Open,7.94,19.03,West Wesley,4.9
9038,Peterson-Good,Operative human-resource definition,https://dummyimage.com/414x751,Resting,8.22,34.12,Anthonytown,4.7
9039,Smith-Rivera,Diverse directional synergy,https://placekitten.com/359/692,Open,3.5,57.36,Port Jessica,4.6
9040,Chang and Sons,Reactive 5thgeneration complexity,https://picsum.photos/232/351,Resting,6.48,37.58,Lake Jacquelinemouth,4.2
9041,Brown Inc 6,Switchable executive analyzer,https://placekitten.com/482/496,Closed,7.06,47.3,Maryborough,3.4
9042,Harmon-Johnson,Object-based explicit contingency,https://placekitten.com/452/922,Resting,9.25,52.93,Murrayport,4.8
9043,Cain Ltd 2,Face-to-face exuding emulation,https://dummyimage.com/444x550,Open,8.39,19.29,Lake Carlos,4.1
9044,Glover Group,Public-key content-based workforce,https://placekitten.com/229/904,Closed,7.73,36.82,Lake Amanda,3.5
9045,Wilson Hayes and Rodriguez,Front-line global artificial intelligence,https://placekitten.com/762/491,Closed,7.88,53.19,Rogerhaven,4.5
9046,King Wilson and Dillon,Profit-focused zero tolerance archive,https://dummyimage.com/698x42,Open,6.84,36.69,Pamelaport,4.5
9047,Diaz and Sons,Distributed maximized analyzer,https://placekitten.com/516/184,Open,8.54,59.66,Port Juliehaven,4.6
9048,Potter Scott and Malone,Inverse eco-centric process improvement,https://placekitten.com/303/49,Closed,2.37,26.71,Rachelchester,4.7
9049,Williams Ramirez and Turner,Reduced maximized Graphical User Interface,https://picsum.photos/109/284,Closed,8.75,27.73,Jessicahaven,4.2
9050,Parks-Walker,Organic 4thgeneration migration,https://dummyimage.com/627x69,Resting,6.96,46.78,East Justin,4.0
9051,Walker Ltd 4,Programmable bandwidth-monitored project,https://picsum.photos/939/429,Open,6.99,44.84,Scotthaven,3.9
9052,Perez King and Jennings,Enhanced value-added orchestration,https://picsum.photos/315/656,Resting,9.17,46.76,West Joseph,4.8
9053,Turner Inc,Enhanced intangible secured line,https://picsum.photos/823/94,Closed,2.87,28.7,Mcdonaldtown,4.7
9054,Jones and Sons 9,Optimized optimal Graphic Interface,https://picsum.photos/683/688,Resting,6.22,38.69,Lake Laura,4.7
9055,Johnson Group 12,De-engineered grid-enabled adapter,https://placekitten.com/146/873,Closed,9.65,32.51,West Laurenbury,4.9
9056,Johns Williams and Sanders,Cross-group encompassing moratorium,https://picsum.photos/921/930,Resting,9.14,34.59,Garciaburgh,3.5
9057,Perkins Hebert and Becker,Open-architected bottom-line initiative,https://picsum.photos/154/649,Open,8.43,58.85,New Richardshire,3.1
9058,Allen LLC,Cloned local functionalities,https://picsum.photos/549/133,Resting,7.27,49.57,Mandyhaven,4.1
9059,Pacheco Jones and Bell,Streamlined optimizing open system,https://placekitten.com/615/138,Resting,6.14,33.4,Port Jenniferhaven,3.7
9060,Adams PLC 6,Universal discrete hierarchy,https://picsum.photos/854/276,Closed,4.68,34.97,South Karen,4.5
9061,Stevenson LLC,Fully-configurable foreground time-frame,https://dummyimage.com/224x650,Open,8.35,58.84,Jamesland,5.0
9062,Smith-Martin 2,Open-architected scalable success,https://dummyimage.com/949x529,Resting,5.3,36.57,Anitaburgh,3.0
9063,Nicholson Brown and Gonzalez,Focused next generation info-mediaries,https://dummyimage.com/363x130,Resting,7.3,16.59,New Linda,3.1
9064,Fleming Group 2,Intuitive global matrix,https://dummyimage.com/742x976,Open,9.14,56.19,South Frank,3.8
9065,Moore Thomas and Moss,Persevering next generation infrastructure,https://picsum.photos/685/507,Open,8.84,42.05,Jonesshire,4.5
9066,Bailey LLC 3,Reactive exuding hierarchy,https://placekitten.com/177/394,Open,4.7,44.58,Jeremyland,4.4
9067,Hopkins Group,Upgradable 3rdgeneration Graphical User Interface,https://placekitten.com/512/454,Open,5.97,39.6,Vincentton,4.7
9068,Anderson-Anderson,Balanced solution-oriented challenge,https://placekitten.com/914/721,Resting,4.96,33.9,Aprilburgh,3.7
9069,Morgan Group 3,User-friendly uniform collaboration,https://placekitten.com/301/489,Resting,5.18,29.41,West Brittney,4.0
9070,Orr Group,Enterprise-wide bottom-line application,https://picsum.photos/796/155,Open,2.24,23.48,Joshuaton,3.7
9071,Carter-Bishop,Sharable modular flexibility,https://placekitten.com/970/696,Resting,9.21,16.5,Port Lisaberg,3.3
9072,Wilson PLC 3,Open-architected zero administration projection,https://placekitten.com/16/888,Closed,9.79,22.08,South Laurenfort,3.4
9073,Lopez Inc 3,Integrated solution-oriented approach,https://dummyimage.com/801x275,Closed,6.79,41.37,New Laura,3.6
9074,Terrell-Delacruz,Decentralized composite superstructure,https://picsum.photos/820/501,Open,3.68,52.86,Sarahchester,3.0
9075,Richardson-Brown,De-engineered asynchronous ability,https://placekitten.com/585/221,Resting,5.72,18.72,Josephbury,3.0
9076,Harrison Group,Reactive even-keeled budgetary management,https://dummyimage.com/465x793,Closed,8.3,23.16,Loweryfort,4.1
9077,Holland-Jones,Cross-group intermediate paradigm,https://placekitten.com/637/250,Open,4.56,25.64,Port Benjaminview,3.3
9078,Booker Compton and Tyler,Configurable contextually-based core,https://dummyimage.com/178x366,Resting,9.32,54.58,Trujilloport,4.4
9079,Bennett Fisher and Sheppard,Configurable holistic middleware,https://dummyimage.com/504x730,Resting,5.04,53.78,Port Kevinfort,4.1
9080,Norris-Weeks,Reactive human-resource success,https://picsum.photos/879/571,Closed,6.99,26.4,Chandlerbury,3.6
9081,Galvan Group,Enterprise-wide local adapter,https://placekitten.com/792/618,Resting,5.58,30.46,Hicksberg,3.9
9082,Taylor-Brady,Intuitive human-resource moratorium,https://dummyimage.com/12x780,Open,3.27,42.51,Wayneport,4.8
9083,Mooney-Avila,Polarized 5thgeneration alliance,https://picsum.photos/868/262,Closed,4.55,33.28,West Markshire,3.0
9084,Kelley Group 2,Extended explicit knowledgebase,https://picsum.photos/707/235,Closed,3.2,27.45,North Richard,4.2
9085,Bennett Allen and Curry,Ergonomic optimizing emulation,https://dummyimage.com/29x68,Closed,9.22,39.79,East Devinmouth,3.6
9086,Garcia Obrien and Jimenez,Implemented fault-tolerant superstructure,https://dummyimage.com/118x830,Closed,2.06,39.01,Port Michaeltown,4.5
9087,Jones Hughes and Shannon,Enhanced bifurcated utilization,https://dummyimage.com/140x1022,Open,8.31,16.22,East Christina,3.8
9088,Schneider-Johnson,Visionary 6thgeneration model,https://picsum.photos/184/2,Closed,9.76,53.89,Kylieview,3.7
9089,Harris-Rogers,Optional upward-trending extranet,https://placekitten.com/344/326,Closed,8.86,54.72,North Mollyland,3.5
9090,Mejia-Griffin,Optimized full-range conglomeration,https://placekitten.com/954/992,Open,2.48,19.64,New Kevinberg,3.5
9091,Huerta Jackson and Buchanan,Exclusive tertiary task-force,https://placekitten.com/405/556,Closed,7.75,37.02,North Kathy,4.6
9092,Thomas Williams and Turner,Implemented analyzing protocol,https://placekitten.com/467/999,Open,3.81,36.49,Garciatown,3.2
9093,Douglas Chaney and Vargas,Devolved exuding Graphic Interface,https://dummyimage.com/286x818,Open,3.37,52.02,Patrickhaven,3.9
9094,Reilly Group 2,Synergistic mobile definition,https://placekitten.com/1012/849,Open,4.13,46.62,Downston,4.5
9095,Sanders-Torres,Persevering tangible model,https://dummyimage.com/814x558,Open,8.89,31.28,Rebeccaton,3.2
9096,Rios LLC 2,Operative asymmetric system engine,https://dummyimage.com/553x144,Resting,5.41,58.18,Lake Emilyland,4.0
9097,Franco-Ibarra,Future-proofed incremental functionalities,https://placekitten.com/889/732,Open,5.06,17.48,South Sarahberg,3.7
9098,Moore PLC 5,Phased didactic complexity,https://placekitten.com/38/529,Open,5.86,45.07,Tiffanymouth,3.2
9099,Meza-Small,Integrated scalable toolset,https://picsum.photos/350/534,Open,5.55,25.53,Cruzborough,4.9
9100,Bond-Love,Object-based next generation Graphical User Interface,https://dummyimage.com/392x963,Open,4.06,59.36,New Julieberg,4.7
9101,Ross Group,Innovative reciprocal benchmark,https://placekitten.com/822/910,Closed,6.54,25.48,South Natasha,4.7
9102,Acosta Holt and Johnson,Pre-emptive zero-defect time-frame,https://dummyimage.com/686x912,Closed,2.28,47.92,South Davidburgh,3.8
9103,Lee Sloan and Dennis,Advanced asynchronous forecast,https://placekitten.com/834/216,Resting,9.85,20.28,South Josephchester,3.7
9104,Anderson Ltd 4,Reactive global matrices,https://picsum.photos/916/946,Open,9.68,20.93,Samanthaborough,4.5
9105,Ellison-Lindsey,Advanced logistical encryption,https://dummyimage.com/632x970,Resting,3.27,33.08,Downsburgh,4.8
9106,Walker-Brown,Networked radical alliance,https://picsum.photos/943/427,Resting,6.56,21.08,Jimeneztown,3.1
9107,Williams-Williams 3,Total modular encryption,https://placekitten.com/229/769,Closed,6.04,46.85,Jonesfurt,3.1
9108,Cooke Myers and Huang,Mandatory fresh-thinking support,https://placekitten.com/624/714,Closed,3.14,45.85,Elizabethfurt,3.2
9109,Simmons Bell and Thomas,De-engineered empowering monitoring,https://placekitten.com/145/917,Open,5.18,46.49,West Evelyn,4.5
9110,Mills Lawrence and Fuller,Polarized asymmetric infrastructure,https://placekitten.com/806/670,Open,5.14,42.3,North Brian,4.9
9111,White-Barnes,Re-contextualized executive flexibility,https://placekitten.com/577/297,Resting,5.54,16.48,Sanchezton,3.7
9112,Neal-Taylor,Configurable clear-thinking toolset,https://placekitten.com/688/932,Open,4.31,47.29,Lake David,3.1
9113,Thompson Inc 3,Compatible cohesive groupware,https://picsum.photos/284/850,Closed,5.46,46.87,Patriciafort,4.0
9114,Rogers-Macdonald,Mandatory exuding flexibility,https://dummyimage.com/918x871,Open,9.7,59.83,South Brian,4.3
9115,Holt-King,Visionary high-level contingency,https://picsum.photos/386/837,Open,8.26,41.26,Melissamouth,3.5
9116,Gibson-Nelson,Diverse 6thgeneration paradigm,https://placekitten.com/552/780,Closed,2.68,21.91,Braunville,3.1
9117,Edwards and Sons,Multi-channeled uniform framework,https://placekitten.com/514/37,Closed,7.72,27.25,Garciaside,4.5
9118,Mason Griffin and Jacobs,Synergized systematic Local Area Network,https://placekitten.com/601/326,Resting,2.36,37.36,North Terriport,4.4
9119,Brown Gomez and Johnson,Visionary optimal moderator,https://dummyimage.com/890x950,Open,9.35,25.51,Keithbury,4.7
9120,Martinez Long and Noble,Progressive content-based emulation,https://dummyimage.com/21x669,Open,8.52,19.13,Robertburgh,3.7
9121,Jensen Inc 2,Profit-focused client-server Local Area Network,https://dummyimage.com/756x672,Closed,8.12,24.71,Jenniferville,4.7
9122,Herring Wells and Arnold,Face-to-face responsive contingency,https://dummyimage.com/132x338,Resting,9.12,37.18,New Linda,3.7
9123,Torres-Beard,Integrated object-oriented challenge,https://dummyimage.com/798x383,Closed,3.73,48.98,Colleenfurt,3.3
9124,Heath Inc,Advanced fresh-thinking forecast,https://picsum.photos/1014/723,Closed,4.05,37.97,East Julie,3.1
9125,Reynolds-Kelly,Synergistic real-time structure,https://dummyimage.com/401x812,Open,3.55,37.54,Jasminview,4.8
9126,Vazquez Love and Mcdonald,Total national extranet,https://picsum.photos/242/376,Open,9.52,56.08,Catherineside,3.8
